ID;Premise_Name;Premise_Address1;Premise_Address2;Premise_City;Premise_State;Premise_Zip;Premise_Phone;Hours_Of_Operation;Opening_Date;Closing_Date;Seats;Water;Sewage;Insp_Freq;Est_Group_Desc;Risk;Smoking_Allowed;Type_Description;Rpt_Area_Desc;Status;Transitional_Type_Desc;geolocation
59031;LEGACY AT MERIDIAN;1101 EXCHANGE PLACE BLDG 100;;DURHAM;NC;27713;;;2003-09-15;;0;5 - Municipal/Community;3 - Municipal/Community;1;;0;N/A;50 - Seasonal Swimming Pool;Swimming Pools;ACTIVE;N/A;35.9099785, -78.9121303
59024;FOXRIDGE APARTMENTS;200 FOXRIDGE CRESCENT;;DURHAM;NC;27703;;;2001-08-20;;0;5 - Municipal/Community;3 - Municipal/Community;1;;0;N/A;50 - Seasonal Swimming Pool;Swimming Pools;ACTIVE;N/A;35.9304056, -78.8134331
86973;MOUNT ZION CHRISTIAN ACADEMY;3519 FAYETTEVILLE ST.;;DURHAM;NC;27704;(919) 668-4245;;2011-07-07;;;5 - Municipal/Community;3 - Municipal/Community;1;;0;N/A;72 - Summer Feeding Program;Summer Food;ACTIVE;N/A;35.9563817, -78.9066987
161774;EAST COAST ASIAN BISTRO;5410 NC HWY 55 SUITE Y;;DURHAM;NC;27713;(919) 806-8899;;2014-12-17;;62;6 - On-Site Supply;4 - On-Site System;4;;4;N/A;1 - Restaurant;Food Service;ACTIVE;FOOD;35.8903019, -78.8961489
164866;LILI'S KITCHEN;2104 ANGIER AVE JOE’S COMMISSARY;;DURHAM;NC;27703;(919) 600-2285;;2015-04-09;;;5 - Municipal/Community;3 - Municipal/Community;2;Fast Food Restaurant;2;N/A;3 - Mobile Food;Mobile Food;ACTIVE;FOOD;35.9819333, -78.8777813
151271;WEST VILLAGE;605 W. MAIN ST;;DURHAM;NC;27701;;;2013-10-25;;;5 - Municipal/Community;3 - Municipal/Community;2;;0;N/A;53 - Year-Round Swimming Pool;Swimming Pools;ACTIVE;N/A;35.9983603, -78.9068836
153172;PDQ;3301 WATKINS ROAD;;DURHAM;NC;27707;(919) 436-3753;;2014-03-13;;112;5 - Municipal/Community;3 - Municipal/Community;2;Fast Food Restaurant;2;NO;1 - Restaurant;Food Service;ACTIVE;FOOD;35.9533171, -78.9914286
153247;FOOD VISIONS;3519 FAYETTEVILLE STREET;;DURHAM;NC;27707;(919) 998-8305;;2014-03-18;;;5 - Municipal/Community;3 - Municipal/Community;2;Fast Food Restaurant;2;N/A;3 - Mobile Food;Mobile Food;ACTIVE;FOOD;35.9563817, -78.9066987
155146;BO'S KITCHEN;2945 S MIAMI BLVD STE 127 V'S KITCHEN;;DURHAM;NC;27703;(919) 793-5493;;2014-06-11;;;5 - Municipal/Community;3 - Municipal/Community;2;Fast Food Restaurant;2;N/A;3 - Mobile Food;Mobile Food;ACTIVE;FOOD;35.9248795, -78.8442736
155757;PRIMAL FOOD AND SPIRITS;202 NC54;;DURHAM;NC;27713;(919) 284-3000;;2014-07-07;;120;5 - Municipal/Community;3 - Municipal/Community;4;Full-Service Restaurant;4;N/A;1 - Restaurant;Food Service;ACTIVE;FOOD;35.9125482, -78.9363925
63377;DEL RANCHO;5279 N. ROXBORO RD.;;DURHAM;NC;27704;(919) 479-9757;;2008-11-21;;110;5 - Municipal/Community;3 - Municipal/Community;4;Fast Food Restaurant;4;N/A;1 - Restaurant;Food Service;ACTIVE;FOOD;36.0765775, -78.9114595
84870;JC'S KITCHEN;706 E. MAIN ST.;;DURHAM;NC;27701;(919) 477-8830;;2010-12-02;;31;5 - Municipal/Community;3 - Municipal/Community;4;Full-Service Restaurant;4;NO;1 - Restaurant;Food Service;ACTIVE;FOOD;35.990165, -78.892678
58462;GREENWOOD SCHOOL OF DISCOVERY;1307 WOODCROFT PKWY;;DURHAM;NC;27713;(919) 493-9244;;1995-02-13;;0;5 - Municipal/Community;3 - Municipal/Community;2;;0;N/A;42 - Child Care;Day Care;ACTIVE;N/A;35.9221119, -78.9538958
58530;TRIANGLE DAY CARE;1301 RIDDLE ROAD;;DURHAM;NC;27713;(919) 598-1573;;1995-01-12;;112;5 - Municipal/Community;3 - Municipal/Community;2;;0;N/A;42 - Child Care;Day Care;ACTIVE;N/A;35.9520089, -78.899268
59008;PINE RIDGE APTS;1 SWIFTSTONE COURT;;DURHAM;NC;27713;;;1998-04-28;;0;5 - Municipal/Community;3 - Municipal/Community;1;;0;N/A;50 - Seasonal Swimming Pool;Swimming Pools;ACTIVE;N/A;35.9162864, -78.9297497
58967;SOUTH POINT APTS;3201 MYRA ST;;DURHAM;NC;27707;;;1994-08-04;;0;5 - Municipal/Community;3 - Municipal/Community;1;;0;N/A;50 - Seasonal Swimming Pool;Swimming Pools;ACTIVE;N/A;35.9646327, -78.9526482
58973;STONEWOOD APTS;4524 NEWBY;;DURHAM;NC;27704;;;1994-08-24;;0;5 - Municipal/Community;3 - Municipal/Community;1;;0;N/A;50 - Seasonal Swimming Pool;Swimming Pools;ACTIVE;N/A;36.052636, -78.906628
63596;MERIDIAN CAFE DBA CAFE MERIDIAN;2500 MERIDIAN PARKWAY SUITE 130;;DURHAM;NC;27713;(919) 361-9332;;2008-12-18;;80;5 - Municipal/Community;3 - Municipal/Community;4;;4;N/A;1 - Restaurant;Food Service;ACTIVE;FOOD;35.9114881, -78.8935988
153146;LOS TRES MEXICAN RESTAURANT;6905 FAYETTEVILLE ROAD;;DURHAM;NC;27713;(919) 544-9247;;2014-03-12;;136;5 - Municipal/Community;3 - Municipal/Community;4;Full-Service Restaurant;4;N/A;1 - Restaurant;Food Service;ACTIVE;FOOD;35.90396, -78.9370134
152896;BLUE RIDGE DELI AND CAFE;3530 S ALSTON AVENUE;;DURHAM;NC;27713;(919) 361-0414;;2014-02-26;;30;5 - Municipal/Community;3 - Municipal/Community;4;Fast Food Restaurant;4;N/A;1 - Restaurant;Food Service;ACTIVE;FOOD;35.9317757, -78.8862594
156356;FREDDY'S FROZEN CUSTARD AND STEAKBURGERS;3303 WATKINS ROAD;;DURHAM;NC;27707;(919) 680-2111;;2014-08-05;;110;5 - Municipal/Community;3 - Municipal/Community;4;Full-Service Restaurant;4;N/A;1 - Restaurant;Food Service;ACTIVE;FOOD;35.9536413, -78.9910531
160117;ATHENS PLACE;1921 ATHENS AVE;;DURHAM;NC;27707;(919) 522-2075;;2014-09-17;;3;5 - Municipal/Community;3 - Municipal/Community;1;;0;N/A;43 - Residential Care;Residential Care;ACTIVE;N/A;35.9644989, -78.8876866
164095;WILL AND POPS 2 (DCE-7139);3726 MAYFAIR ST;;DURHAM;NC;27704;(919) 943-7074;;2015-03-03;;;5 - Municipal/Community;3 - Municipal/Community;2;Fast Food Restaurant;2;N/A;3 - Mobile Food;Mobile Food;ACTIVE;FOOD;35.968657, -78.953113
162111;TENDER MERCIES II;1005 HORTON RD;;DURHAM;NC;27704;(919) 973-3004;;2015-01-13;;5;5 - Municipal/Community;3 - Municipal/Community;1;;0;NO;43 - Residential Care;Residential Care;ACTIVE;N/A;36.054824, -78.9156749
162305;JFK TOWERS;4900 N ROXBORO ST;;DURHAM;NC;27704;(919) 620-0917;;2015-01-29;;180;5 - Municipal/Community;3 - Municipal/Community;4;;4;N/A;12 - Elderly Nutrition;Food Service;ACTIVE;FOOD;36.0644085, -78.9047837
60818;LYNN ROAD GROUP HOME;515 LYNN ROAD;;DURHAM;NC;27703;(919) 528-2558;;2008-06-02;;6;5 - Municipal/Community;3 - Municipal/Community;1;;0;N/A;43 - Residential Care;Residential Care;ACTIVE;N/A;35.980223, -78.840658
61880;CHINA CAFE;247 W HWY 54;;DURHAM;NC;27713;(919) 544-5561;;2008-08-07;;36;5 - Municipal/Community;3 - Municipal/Community;4;Full-Service Restaurant;4;NO;1 - Restaurant;Food Service;ACTIVE;FOOD;35.9097787, -78.9388929
63206;RAMSGATE FAMILY CARE HOME;3676 GUESS RD;;DURHAM;NC;27705;(919) 477-6717;;2008-11-03;;4;5 - Municipal/Community;3 - Municipal/Community;1;;0;N/A;43 - Residential Care;Residential Care;ACTIVE;N/A;36.048555, -78.92882
59254;COLONIAL VILLAGE AT PATTERSON;100 NORTH CREEK DRIVE;;DURHAM;NC;27713;;;1998-03-12;;0;5 - Municipal/Community;3 - Municipal/Community;2;;0;N/A;55 - Year-Round Spa;Swimming Pools;ACTIVE;N/A;35.95394, -78.984432
59238;FITNESS CONNECTION - SPA;4700-A EMPEROR BLVD;;DURHAM;NC;27703;;;1996-03-01;;0;5 - Municipal/Community;3 - Municipal/Community;2;;0;N/A;55 - Year-Round Spa;Swimming Pools;ACTIVE;N/A;35.8767831, -78.8388266
106532;BURGER KING 9653;4829 HOPE VALLEY RD;;DURHAM;NC;27707;(919) 403-1741;;2012-09-10;;100;5 - Municipal/Community;3 - Municipal/Community;2;Fast Food Restaurant;2;NO;1 - Restaurant;Food Service;ACTIVE;FOOD;35.9195187, -78.9598551
58788;DURHAM ACADEMY;3116 ACADEMY RD;;DURHAM;NC;27707;(919) 493-9595;;1995-05-25;;0;5 - Municipal/Community;3 - Municipal/Community;1;Elementary School;0;N/A;44 - School Building;School Buildings;ACTIVE;N/A;35.9691187, -78.9454082
58776;SHEPHARD MIDDLE SCHOOL;2401 DAKOTA ST;;DURHAM;NC;27707;(919) 560-3938;;1995-05-03;;0;5 - Municipal/Community;3 - Municipal/Community;1;;0;N/A;44 - School Building;School Buildings;ACTIVE;N/A;35.9654408, -78.8997755
59002;CROSSTOWN AT CHAPEL HILL - PH 2;6205 FARRINGTON RD;;CHAPEL HILL;NC;27517;;;2004-06-24;;0;5 - Municipal/Community;3 - Municipal/Community;1;;0;N/A;50 - Seasonal Swimming Pool;Swimming Pools;ACTIVE;N/A;35.9076882, -78.9819315
59012;EXTENDED STAY AMERICA DELUXE - SOUTH;4919 S MIAMI BLVD;;DURHAM;NC;27703;;;1998-12-03;;0;5 - Municipal/Community;3 - Municipal/Community;1;;0;N/A;50 - Seasonal Swimming Pool;Swimming Pools;ACTIVE;N/A;35.8878542, -78.8484087
58987;WESTGATE CONDO ASSN;16 STILLWATER PARK DRIVE;;DURHAM;NC;27707;;;1994-07-14;;0;5 - Municipal/Community;3 - Municipal/Community;1;;0;N/A;50 - Seasonal Swimming Pool;Swimming Pools;ACTIVE;N/A;35.9617239, -78.9640358
58981;UNC FSRA - MAIN;1 ALICE INGRAM CIRCLE;;CHAPEL HILL;NC;27514;;;1994-07-19;;0;5 - Municipal/Community;3 - Municipal/Community;1;;0;N/A;50 - Seasonal Swimming Pool;Swimming Pools;ACTIVE;N/A;35.8932855, -79.0065153
58990;WILLOWDAILE APTS;3835 GUESS RD;;DURHAM;NC;27705;;;1994-07-19;;0;5 - Municipal/Community;3 - Municipal/Community;1;;0;N/A;50 - Seasonal Swimming Pool;Swimming Pools;ACTIVE;N/A;36.0591901, -78.9323583
59140;DOUBLE TREE SUITES - POOL;2515 MERIDIAN PKWY;;DURHAM;NC;27713;;;1996-01-30;;0;5 - Municipal/Community;3 - Municipal/Community;2;;0;N/A;53 - Year-Round Swimming Pool;Swimming Pools;ACTIVE;N/A;35.909563, -78.8971946
57445;KROGER R 337 SEAFOOD;5116 ROXBORO ROAD;;DURHAM;NC;27712;;;1994-12-05;;0;5 - Municipal/Community;3 - Municipal/Community;2;Seafood Department;2;NO;2 - Food Stands;Food Service;ACTIVE;FOOD;36.0689173, -78.9077152
57713;COOK OUT  22;3624 HILLSBOROUGH RD;;DURHAM;NC;27705;(919) 382-2814;;2003-05-15;;0;5 - Municipal/Community;3 - Municipal/Community;3;;3;NO;2 - Food Stands;Food Service;ACTIVE;FOOD;36.0232472, -78.9547992
57107;EL RODEO;3404 WESTGATE DR;;DURHAM;NC;27707;(919) 470-4289;;2007-04-13;;330;5 - Municipal/Community;3 - Municipal/Community;4;Full-Service Restaurant;4;N/A;1 - Restaurant;Food Service;ACTIVE;FOOD;35.9658593, -78.960942
57058;METRO 8;746 NINTH ST;;DURHAM;NC;27705;;;2007-01-09;;120;5 - Municipal/Community;3 - Municipal/Community;4;Full-Service Restaurant;4;NO;1 - Restaurant;Food Service;ACTIVE;FOOD;36.0093112, -78.9217794
58745;DURHAM SCHOOL OF THE ARTS;401 N DUKE ST;;DURHAM;NC;27701;(919) 560-2217;;1995-05-02;;0;5 - Municipal/Community;3 - Municipal/Community;1;;0;N/A;44 - School Building;School Buildings;ACTIVE;N/A;36.002815, -78.907228
58761;LAKEWOOD ELEM SCHOOL;2520 VESSON ST;;DURHAM;NC;27707;;;1995-03-20;;0;5 - Municipal/Community;3 - Municipal/Community;1;Elementary School;0;N/A;44 - School Building;School Buildings;ACTIVE;N/A;35.9830841, -78.9357817
58658;BUTTERFLY KISSES ACADEMY;3627 GUESS RD;;DURHAM;NC;27705;(919) 477-6477;;2003-05-28;;90;5 - Municipal/Community;3 - Municipal/Community;2;;0;N/A;42 - Child Care;Day Care;ACTIVE;N/A;36.0450064, -78.9294521
59173;GREENS OF PINE GLEN;6201 PINE GLEN TRAIL;;DURHAM;NC;27713;;;1998-07-08;;0;5 - Municipal/Community;3 - Municipal/Community;2;;0;N/A;53 - Year-Round Swimming Pool;Swimming Pools;ACTIVE;N/A;35.907862, -78.920936
58353;LOS PRIMOS SUPERMARKET;1109 E MAIN ST;;DURHAM;NC;27701;(919) 682-6417;;1994-07-18;;0;5 - Municipal/Community;3 - Municipal/Community;3;Meat and Poultry Department;3;N/A;30 - Meat Market;Food Service;ACTIVE;FOOD;35.9879403, -78.8879702
58301;KROGER 332 MEAT MARKET;3457 HILLSBOROUGH RD;;DURHAM;NC;27705;(919) 383-2249;;1994-09-07;;0;5 - Municipal/Community;3 - Municipal/Community;3;;3;NO;30 - Meat Market;Food Service;ACTIVE;FOOD;36.0188024, -78.9485396
58258;LA QUINTA INN AND SUITES  184;1910 WESTPARK DR;;DURHAM;NC;27713;;;2006-05-12;;0;5 - Municipal/Community;3 - Municipal/Community;1;;0;N/A;20 - Lodging;Lodging;ACTIVE;LODGING;35.9080658, -78.8912723
58242;CANDLEWOOD SUITES;1818 E NC HWY 54;;DURHAM;NC;27713;;;2000-08-17;;0;5 - Municipal/Community;3 - Municipal/Community;1;;0;N/A;20 - Lodging;Lodging;ACTIVE;LODGING;35.9018632, -78.9005119
59043;VILLAGES AT INDEPENDENCE PARK;4122 LILLINGTON DR;;DURHAM;NC;27704;;;2006-07-19;;0;5 - Municipal/Community;3 - Municipal/Community;1;;0;N/A;50 - Seasonal Swimming Pool;Swimming Pools;ACTIVE;N/A;36.0500044, -78.8869207
57147;TOWN & COUNTRY # 1;1423 E. CLUB BLVD;;DURHAM;NC;27704;(919) 220-5577;;2007-10-18;;12;5 - Municipal/Community;3 - Municipal/Community;4;Deli Department;4;NO;1 - Restaurant;Food Service;ACTIVE;FOOD;36.027411, -78.870627
57153;STARBUCK'S COFFEE #10564;1119 SLATER ROAD;;DURHAM;NC;27703;(919) 941-0482;;2007-11-20;;16;5 - Municipal/Community;3 - Municipal/Community;2;;2;NO;1 - Restaurant;Food Service;ACTIVE;FOOD;35.8793273, -78.8473096
56838;MOE'S SOUTH WEST GRILL;6807 FAYETTEVILLE RD;;DURHAM;NC;27713;(919) 286-1987;;2004-03-08;;92;5 - Municipal/Community;3 - Municipal/Community;3;;3;NO;1 - Restaurant;Food Service;ACTIVE;FOOD;35.9046977, -78.9354361
56785;SUBWAY 29857;3825 S ROXBORO RD;SUITE 134;DURHAM;NC;27713;(919) 544-6500;;2003-06-18;;48;5 - Municipal/Community;3 - Municipal/Community;2;Fast Food Restaurant;2;NO;1 - Restaurant;Food Service;ACTIVE;FOOD;35.9487424, -78.921455
57565;PAPA JOHNS PIZZA;4901 HIGHWAY 55;;DURHAM;NC;27713;(919) 484-7766;;1998-07-23;;0;5 - Municipal/Community;3 - Municipal/Community;2;Fast Food Restaurant;2;N/A;2 - Food Stands;Food Service;ACTIVE;FOOD;35.8986197, -78.8967047
57578;DUKE FOOD SERVICES;DUKE CLINIC FOOD COURT;;DURHAM;NC;27710;(919) 681-0817;;1998-10-26;;0;5 - Municipal/Community;3 - Municipal/Community;4;;4;N/A;2 - Food Stands;Food Service;ACTIVE;FOOD;36.0043984, -78.9360846
58424;THE ASBURY PRE SCHOOL;806 CLARENDON;;DURHAM;NC;27705;(919) 286-2668;;1995-03-13;;0;5 - Municipal/Community;3 - Municipal/Community;2;;0;N/A;42 - Child Care;Day Care;ACTIVE;N/A;36.0102648, -78.9183749
58852;ATRIUM APTS;3800 MERIWETHER;;DURHAM;NC;27704;;;1994-07-05;;0;5 - Municipal/Community;3 - Municipal/Community;1;;0;N/A;50 - Seasonal Swimming Pool;Swimming Pools;ACTIVE;N/A;36.0402218, -78.8890029
63719;SPRING VALLEY ELEMENTARY SCHOOL;2051 NORTHERN DURHAM PARKWAY;;DURHAM;NC;27703;;;2009-01-05;;0;5 - Municipal/Community;3 - Municipal/Community;1;Elementary School;0;N/A;44 - School Building;School Buildings;ACTIVE;N/A;35.9559246, -78.8147675
69731;EL RODEO MEXICAN RESTAURANT;3600 N. DUKE ST.;;DURHAM;NC;27704;(919) 479-9995;;2009-05-28;;200;5 - Municipal/Community;3 - Municipal/Community;4;;4;N/A;1 - Restaurant;Food Service;ACTIVE;FOOD;36.0495727, -78.9046188
82858;GSK STIEFEL;20 T.W. ALEXANDER DRIVE;;DURHAM;NC;27709;(919) 990-6137;;2010-07-19;;80;5 - Municipal/Community;3 - Municipal/Community;4;;4;NO;1 - Restaurant;Food Service;ACTIVE;FOOD;35.9236744, -78.8754842
84306;ONLY BURGER MFU DC #21;3710 SHANNON RD. SUITE 118;;DURHAM;NC;27707;(919) 937-9377;;2010-10-11;;;5 - Municipal/Community;3 - Municipal/Community;2;Fast Food Restaurant;2;NO;3 - Mobile Food;Mobile Food;ACTIVE;FOOD;35.9563246, -78.9563695
83823;EINSTEIN BROTHERS BAGEL;2301 ERWIN RD PARKING GARAGE 2, SUITE 0040;;DURHAM;NC;27710;(919) 681-9702;;2010-09-14;;12;5 - Municipal/Community;3 - Municipal/Community;2;Fast Food Restaurant;2;NO;1 - Restaurant;Food Service;ACTIVE;FOOD;36.0091222, -78.9360286
83764;BRUEGGER'S BAKERY;4104 SURLES COURT;;DURHAM;NC;27703;(919) 941-6306;;2010-09-13;;49;5 - Municipal/Community;3 - Municipal/Community;2;Fast Food Restaurant;2;NO;1 - Restaurant;Food Service;ACTIVE;FOOD;35.8678648, -78.8494845
82922;CAMP DISCOVER II FOREST HILLS;1639 UNIVERSITY DR.;;DURHAM;NC;27707;;;2010-06-21;;;5 - Municipal/Community;3 - Municipal/Community;1;;0;N/A;72 - Summer Feeding Program;Summer Food;ACTIVE;N/A;35.98105, -78.912209
86348;LA COCINA #9;2121 TW ALEXANDER DR. SPACE 119;;MORRISVILLE;NC;27560;(919) 598-0777;;2011-05-23;;194;5 - Municipal/Community;3 - Municipal/Community;4;Full-Service Restaurant;4;NO;1 - Restaurant;Food Service;ACTIVE;FOOD;35.9205016, -78.8108783
86341;DHD GROUP HOME;1211 CAMDEN AVE;;DURHAM;NC;27701;(919) 286-1927;;2011-05-24;;6;5 - Municipal/Community;3 - Municipal/Community;1;;0;N/A;43 - Residential Care;Residential Care;ACTIVE;N/A;36.012955, -78.880095
56134;WASHINGTON DUKE HOTEL;3001 CAMERON BLVD;;DURHAM;NC;27706;(919) 490-0999;;1995-08-31;;90;5 - Municipal/Community;3 - Municipal/Community;4;;4;N/A;1 - Restaurant;Food Service;ACTIVE;FOOD;35.9928636, -78.9474745
56102;TOP'S CHINA RESTAURANT;1205 UNIVERSITY DR;;DURHAM;NC;27707;(919) 489-5677;;1995-03-07;;12;5 - Municipal/Community;3 - Municipal/Community;4;;4;NO;1 - Restaurant;Food Service;ACTIVE;FOOD;35.9858866, -78.9095838
58299;KINGS RED AND WHITE/MEAT MARKET;2300 ROXBORO RD;;DURHAM;NC;27705;(919) 220-2192;;1994-08-03;;0;5 - Municipal/Community;3 - Municipal/Community;3;Meat and Poultry Department;3;N/A;30 - Meat Market;Food Service;ACTIVE;FOOD;36.0198445, -78.8896781
58942;SUMMIT HILL;6123 FARRINGTON RD;;CHAPEL HILL;NC;27514;;;1994-07-11;;0;5 - Municipal/Community;3 - Municipal/Community;1;;0;N/A;50 - Seasonal Swimming Pool;Swimming Pools;ACTIVE;N/A;35.9079829, -78.980725
65909;SITAR INDIAN CUISINE;3630 CHAPEL HILL BLVD.;;DURHAM;NC;27707;(919) 490-1326;;2009-01-22;;132;5 - Municipal/Community;3 - Municipal/Community;4;Full-Service Restaurant;4;N/A;1 - Restaurant;Food Service;ACTIVE;FOOD;35.9713309, -78.9462673
68663;CHINA KING;1418 AVONDALE DR.;;DURHAM;NC;27701;(919) 688-0102;;2009-03-11;;28;5 - Municipal/Community;3 - Municipal/Community;4;Fast Food Restaurant;4;NO;1 - Restaurant;Food Service;ACTIVE;FOOD;36.0064254, -78.8844361
66002;PRESTIGE FAMILY CARE HOMES, INC;3217 DEARBORN DR.;;DURHAM;NC;27704;(919) 201-3265;;2009-02-11;;600;5 - Municipal/Community;3 - Municipal/Community;1;;0;N/A;43 - Residential Care;Residential Care;ACTIVE;N/A;36.0372345, -78.8730993
77392;ASIAN KITCHEN;1125 W. NC HWY 54 SUITE 801;;DURHAM;NC;27707;(919) 490-5678;;2010-01-29;;60;5 - Municipal/Community;3 - Municipal/Community;4;Full-Service Restaurant;4;NO;1 - Restaurant;Food Service;ACTIVE;FOOD;35.9191846, -78.9596634
59227;HILTON GARDEN INN POOL;7007 FAYETTEVILLE ROAD;;DURHAM;NC;27713;;;2007-12-28;;0;5 - Municipal/Community;3 - Municipal/Community;2;;0;N/A;53 - Year-Round Swimming Pool;Swimming Pools;ACTIVE;N/A;35.9023263, -78.9386027
59499;HALGO EUROPEAN GROCERY;4520 S. ALSTON AVE;;DURHAM;NC;27713;(919) 321-2014;;2008-04-21;;0;5 - Municipal/Community;3 - Municipal/Community;2;Fast Food Restaurant;2;N/A;2 - Food Stands;Food Service;ACTIVE;FOOD;35.9018353, -78.8891917
60644;INDEPENDENCE PARK APTS;215 WILLIAM PENN PLAZA;;DURHAM;NC;27704;;;2008-06-20;;0;5 - Municipal/Community;3 - Municipal/Community;2;;0;N/A;53 - Year-Round Swimming Pool;Swimming Pools;ACTIVE;N/A;36.0442677, -78.8967802
60717;NEW DESTINATIONS INC SOUTHWOOD;1524 SOUTHWOOD DRIVE;;DURHAM;NC;27707;(919) 937-9018;;2008-06-02;;6;5 - Municipal/Community;3 - Municipal/Community;1;;0;N/A;43 - Residential Care;Residential Care;ACTIVE;N/A;35.978021, -78.9232679
61840;KEYSTONE CROSSING HOA;701 KEYSTONE PARK DRIVE;;DURHAM;NC;27713;;;2008-05-01;;0;5 - Municipal/Community;3 - Municipal/Community;1;;0;N/A;50 - Seasonal Swimming Pool;Swimming Pools;ACTIVE;N/A;35.8713128, -78.8560766
62285;JAMAICA JAMAICA;4853 HWY 55;;DURHAM;NC;27713;(919) 969-2728;;2008-09-04;;75;5 - Municipal/Community;3 - Municipal/Community;4;;4;N/A;1 - Restaurant;Food Service;ACTIVE;FOOD;35.9033017, -78.8935214
62661;DUBOSE HOUSE AND BAR;150 DUBOSE HOUSE LN;;CHAPEL HILL;NC;27517;(919) 682-0228;;2008-09-24;;150;5 - Municipal/Community;3 - Municipal/Community;4;Full-Service Restaurant;4;N/A;1 - Restaurant;Food Service;ACTIVE;FOOD;35.9103688, -79.0048429
77025;CHUBBY'S TACOS WOODCROFT;4711 HOPE VALLEY RD. SUITE C-1;;DURHAM;NC;27707;(919) 489-4636;;2009-12-02;;32;5 - Municipal/Community;3 - Municipal/Community;4;Full-Service Restaurant;4;NO;1 - Restaurant;Food Service;ACTIVE;FOOD;35.9207272, -78.9573299
77091;DUKE DIET & FITNESS CENTER;501 DOUGLAS ST.;;DURHAM;NC;27705;(800) 235-3853;;2009-12-30;;110;5 - Municipal/Community;3 - Municipal/Community;4;;4;NO;1 - Restaurant;Food Service;ACTIVE;FOOD;36.0110096, -78.9416759
77102;SPRING VALLEY LIVING AT OAK GROVE;3811 WAKE FOREST HWY;;DURHAM;NC;27703;(919) 864-9564;;2009-12-30;;6;5 - Municipal/Community;4 - On-Site System;1;;0;N/A;43 - Residential Care;Residential Care;ACTIVE;N/A;35.9814075, -78.8193962
80014;SPRINGHILL SUITES WEST SPA;5310 MCFARLAND;;DURHAM;NC;27707;(919) 403-1111;;2010-04-16;;;5 - Municipal/Community;3 - Municipal/Community;2;;0;N/A;55 - Year-Round Spa;Swimming Pools;ACTIVE;N/A;35.951881, -78.9919867
80695;KURAMA;3644 DURHAM  CHAPEL HILL BLVD;;DURHAM;NC;27707;(919) 680-6227;;2010-05-25;;200;5 - Municipal/Community;3 - Municipal/Community;4;Full-Service Restaurant;4;NO;1 - Restaurant;Food Service;ACTIVE;FOOD;35.9717879, -78.9512824
82917;YOUTH LIFE FOUNDATION;2519 S. ROXBORO ST., BLDG 3;;DURHAM;NC;27707;(919) 544-6304;08:30 am-10:00 am 12:00 pm-01:00 pm;2010-06-21;;;5 - Municipal/Community;3 - Municipal/Community;1;;0;N/A;72 - Summer Feeding Program;Summer Food;ACTIVE;N/A;35.9659999, -78.917127
83813;BANGKOK 54;6118 B FARRINGTON RD;;CHAPEL HILL;NC;27517;(919) 403-5800;;2010-09-15;;40;5 - Municipal/Community;3 - Municipal/Community;4;Full-Service Restaurant;4;NO;1 - Restaurant;Food Service;ACTIVE;FOOD;35.9108187, -78.9836924
83962;ROSHAUNS HOUSE OF CARE;4012 GUESS RD;;DURHAM;NC;27705;(919) 949-7497;;2010-09-22;;5;5 - Municipal/Community;3 - Municipal/Community;1;;0;NO;43 - Residential Care;Residential Care;ACTIVE;N/A;36.06594, -78.932167
84009;PUPUSERIA & TAQUERIA DC #31;TAQUERIA ORELLANA 5300 N ROXBORO RD;;DURHAM;NC;27712;(919) 471-3299;;2010-09-23;;;5 - Municipal/Community;3 - Municipal/Community;2;Fast Food Restaurant;2;NO;3 - Mobile Food;Mobile Food;ACTIVE;FOOD;36.0778924, -78.9098654
84307;ONLY BURGER;3710 SHANNON RD., SUITE 118;;DURHAM;NC;27707;(919) 724-1622;;2010-10-11;;22;5 - Municipal/Community;3 - Municipal/Community;3;Fast Food Restaurant;3;NO;1 - Restaurant;Food Service;ACTIVE;FOOD;35.9563246, -78.9563695
86969;HAPPY CHINA SICHUAN CUISINE;2505 DURHAM CHAPEL HILL RD;;DURHAM;NC;27707;(919) 237-2021;;2011-07-12;;120;5 - Municipal/Community;3 - Municipal/Community;4;Full-Service Restaurant;4;NO;1 - Restaurant;Food Service;ACTIVE;FOOD;35.9816625, -78.9333002
86982;NAPLES TERRACE;1237 NAPLES PLACE;;DURHAM;NC;27703;;;2011-07-07;;;5 - Municipal/Community;3 - Municipal/Community;1;;0;N/A;72 - Summer Feeding Program;Summer Food;ACTIVE;N/A;36.003221, -78.865447
59152;PINNACLE RIDGE APTS;3611 UNIVERSITY DR;;DURHAM;NC;27707;;;1996-04-02;;0;5 - Municipal/Community;3 - Municipal/Community;2;;0;N/A;53 - Year-Round Swimming Pool;Swimming Pools;ACTIVE;N/A;35.9652997, -78.9488454
56599;GOODBERRY'S CREAMERY;3906 ROXBORO RD;;DURHAM;NC;27704;(919) 477-2552;;2001-07-31;;35;5 - Municipal/Community;3 - Municipal/Community;2;Fast Food Restaurant;2;NO;1 - Restaurant;Food Service;ACTIVE;FOOD;36.0553803, -78.9033564
56503;MCDONALD  5234;3117 TOWER BLVD;;DURHAM;NC;27707;(919) 490-6209;;2000-02-02;;91;5 - Municipal/Community;3 - Municipal/Community;2;Fast Food Restaurant;2;N/A;1 - Restaurant;Food Service;ACTIVE;FOOD;35.9717079, -78.9581284
