OBJECTID,HSISID,NAME,ADDRESS1,ADDRESS2,CITY,STATE,POSTALCODE,PHONENUMBER,RESTAURANTOPENDATE,FACILITYTYPE,PERMITID,X,Y,GEOCODESTATUS
1531,04092300259,CASABLANCA MARKET,1365 SE MAYNARD RD ,,CARY,NC,27511,(919) 469-5671,2012-12-14T00:00:00.000Z,Meat Market,9480,-78.76443251,35.78847694,M
1532,04092016337,THE CARY PUB,6454 TRYON  RD ,,CARY,NC,27518,(919) 859-1070,2013-01-18T00:00:00.000Z,Restaurant,9482,-78.7615544,35.74559939,M
1533,04092021125,Cook Out #19,1201 NEW BERN AVE ,,RALEIGH,NC,27610-2529,(919) 821-5410,2002-06-13T00:00:00.000Z,Food Stand,9489,-78.6218718,35.78018765,M
1534,04092017310,"DHARANI EXPRESS INDIAN RESTAURANT &amp; TAKE OUT",3281 AVENT FERRY  RD ,STE 117,RALEIGH,NC,27606,(919) 821-7991,2016-09-08T00:00:00.000Z,Restaurant,9495,-78.69565606,35.76673883,M
1535,04092017315,Kobe Buffet,1625-101 RONALD DR ,,RALEIGH,NC,27609,(919) 954-9988,2016-09-02T00:00:00.000Z,Restaurant,9497,-78.6079213,35.83826504,M
1536,04092017340,BURGER KING #1094,6300 Capital BLVD ,,RALEIGH,NC,27616-3048,(919) 790-0757,2016-10-17T00:00:00.000Z,Restaurant,9499,-78.57966996,35.87091964,M
1537,04092015771,TOWER INDIA,144 MORRISVILLE SQUARE WAY,,MORRISVILLE,NC,27560-5703,(919) 465-2326,2011-08-11T00:00:00.000Z,Restaurant,9514,-78.82897679,35.81951783,M
1538,04092016898,DOMINO'S #4464,4112-120 PLEASANT VALLEY ROAD,,RALEIGH,NC,27612,(919) 783-5500,2015-03-27T00:00:00.000Z,Restaurant,9515,-78.70411749,35.8601067,M
1542,04092016290,MCDONALDS #15717,4121 BLUE RIDGE RD ,,RALEIGH,NC,27612-4633,(919) 510-5255,2012-11-16T00:00:00.000Z,Restaurant,9544,-78.67601914,35.83629577,M
1539,04092016907,LONGLEAF CAFE,201 CABELA DRIVE,,GARNER,NC,27529,(984) 204-2200,2015-04-08T00:00:00.000Z,Restaurant,9516,-78.58142442,35.69787934,M
1540,04092016908,COURTHOUSE DELI,316 FAYETTEVILLE ST.,,RALEIGH,NC,27601,,2015-04-20T00:00:00.000Z,Restaurant,9517,-78.63982973,35.7762647,M
1541,04092017569,CHIPOTLE #2950,69 EAGLE WING WAY ,,GARNER,NC,27529,(919) 662-1439,2017-03-09T00:00:00.000Z,Restaurant,9529,-78.58456747,35.69767694,M
1543,04092300251,"HARRIS TEETER #353 MEAT &amp; SEAFOOD",13686 CAPITAL  BLVD ,,WAKE FOREST,NC,27587,(919) 554-3608,2011-02-04T00:00:00.000Z,Meat Market,9547,-78.5186746,36.00548951,M
1544,04092017149,AJ'S FOOD MART,6204 TEN TEN RD ,,APEX,NC,27502,(919) 779-3900,2016-02-18T00:00:00.000Z,Restaurant,9566,-78.73671669,35.67669886,M
1545,04092017151,ARBY'S #6554,1031 HARRISON AVE ,,CARY,NC,27513,(919) 469-1887,2016-02-22T00:00:00.000Z,Restaurant,9568,-78.78354558,35.8045135,M
1546,04092021916,FOOD LION #561 PRODUCE,217 TIMBER DR ,,GARNER,NC,27529,(919) 779-5551,2015-11-12T00:00:00.000Z,Food Stand,9571,-78.60613102,35.68500723,M
1547,04092021981,SMOOTHIE KING #1358,4120-110 MAIN AT NORTH HILLS ST ,,RALEIGH,NC,27609,(984) 269-7823,2016-09-27T00:00:00.000Z,Food Stand,9575,-78.64330319,35.83654616,M
1548,04092021567,HARRIS TEETER #367 DELI,14520 JOHN REX BLVD ,,RALEIGH,NC,27614,(919) 554-4167,2009-05-15T00:00:00.000Z,Food Stand,9585,-78.54281974,35.94700335,M
1549,04092014640,Bojangles#37,1000 Claren CIR,,MORRISVILLE,NC,27560,(919) 460-7171,2006-07-06T00:00:00.000Z,Restaurant,9595,-78.82373946,35.85573083,M
1550,04092020943,Whole Foods Market Seafood Shop,102 B New Waverly Place ,,CARY,NC,27511,(919) 816-8830,2000-05-09T00:00:00.000Z,Food Stand,9596,0,0,U
1551,04092020944,Whole Foods Market Produce Shop,102 B New Waverly Place ,,CARY,NC,27511,(919) 816-8830,2000-05-09T00:00:00.000Z,Food Stand,9597,0,0,U
1552,04092011099,Barrys Cafe,2851 Jones Franklin RD ,,RALEIGH,NC,27606-4346,(919) 859-3555,1992-05-18T00:00:00.000Z,Restaurant,9608,-78.73773278,35.74361773,M
1553,04092017623,"PRO'S EPICUREAN MARKET &amp; CAFE",211 E CHATHAM ST ,,CARY,NC,27511,(919) 377-1788,2017-06-20T00:00:00.000Z,Restaurant,9619,-78.77802091,35.78798563,M
1554,04092017632,EURO CAFE,5959 TRIANGLE TOWN BLVD ,SUITE 2087,RALEIGH,NC,27616,(919) 300-0041,2017-06-29T00:00:00.000Z,Restaurant,9620,-78.57603863,35.86599856,M
1555,04092016852,ISTANBUL RESTAURANT,914 KILDAIRE FARM  RD ,,CARY,NC,27511-3923,(919) 651-9608,2015-01-26T00:00:00.000Z,Restaurant,9624,-78.7820625,35.77335058,M
1556,04092016948,HIBACHI SUSHI,3217 AVENT FERRY RD ,,RALEIGH,NC,27606,(919) 233-9119,2015-06-03T00:00:00.000Z,Restaurant,9629,-78.69565606,35.76673883,M
1557,04092017562,SUGAR MAGNOLIA CAFE AND EMPORIUM,219 S WHITE ST ,,WAKE FOREST,NC,27587,(919) 435-4436,2017-03-20T00:00:00.000Z,Restaurant,9630,-78.50968138,35.97753302,M
1558,04092022013,"PAPA'S PIZZA &amp; WINGS",5800-111 DURALEIGH RD ,,RALEIGH,NC,27612,(919) 783-7373,2017-05-01T00:00:00.000Z,Food Stand,9632,-78.71229258,35.85668505,M
1559,04092017772,A Place at the Table,300 W Hargett ST ,Suite 50,RALEIGH,NC,27601,(919) 307-8914,2018-01-05T00:00:00.000Z,Restaurant,9634,-78.64406686,35.77885883,M
1563,04092021352,Earth Fare The Healthy Supermarket Produce,10341 Moncreiffe RD ,,RALEIGH,NC,27617,(828) 712-4504,2005-08-24T00:00:00.000Z,Food Stand,9656,-78.79210079,35.89996272,M
1560,04092021527,Groovy Dogs,1401- E Diggs DR ,,RALEIGH,NC,27603,(919) 524-8911,2008-04-18T00:00:00.000Z,Food Stand,9637,-78.66178689,35.75510725,M
1561,04092021914,FOOD LION #996 PRODUCE,7971 FAYETTEVILLE RD ,,RALEIGH,NC,27603,(919) 772-0317,2015-11-12T00:00:00.000Z,Food Stand,9648,-78.69742539,35.66508155,M
1562,04092014377,Earth Fare The Healthy Supermarket Restaurant,10341 Moncreiffe RD,,RALEIGH,NC,27617,(919) 433-1390,2005-08-24T00:00:00.000Z,Restaurant,9655,-78.79210079,35.89996272,M
1564,04092014115,Sam`s Club #8223 Cafe,2537 S Saunders St,,RALEIGH,NC,27603,(919) 839-1700,2004-08-24T00:00:00.000Z,Restaurant,9657,-78.64662127,35.75036941,M
1565,04092013293,N.Y. Pizza @ High House Crossing,2763 NC Hwy 55,,CARY,NC,27519,(919) 363-1007,2001-03-05T00:00:00.000Z,Restaurant,9664,-78.87279058,35.78531343,M
1566,04092016378,KIMBAP,111 SEABOARD AVE ,#118,RALEIGH,NC,27604,(919) 900-8053,2013-02-21T00:00:00.000Z,Restaurant,9668,-78.64016785,35.78860778,M
1567,04092016391,MOE'S SOUTHWEST GRILL #838,770  W WILLIAMS ST ,,APEX,NC,27502,(919) 303-0061,2013-03-20T00:00:00.000Z,Restaurant,9669,-78.86276064,35.73803219,M
1568,04092040285,BACKYARD BISTRO PUSHCART (WCID #444),201 SOCCER PARK  DR ,WAKEFIELD SOCCER PARK,CARY,NC,27513,(919) 621-2168,2013-02-04T00:00:00.000Z,Pushcarts,9670,-78.75541848,35.78408766,M
1569,04092022025,WHICH WICH #281,4325 GLENWOOD AVE ,STE 2053,RALEIGH,NC,27612,(919) 977-7968,2017-07-25T00:00:00.000Z,Food Stand,9672,-78.68184484,35.84183815,T
1570,04092015415,GRAVY,135 S WILMINGTON ST ,,RALEIGH,NC,27601,(919) 896-8513,2009-06-08T00:00:00.000Z,Restaurant,9683,-78.63798592,35.77854303,M
1571,04092017606,"FAIRFIELD INN &amp; SUTIES RALEIGH CARY",1120 LEDSOME LN ,,CARY,NC,27511,(919) 301-8467,2017-05-01T00:00:00.000Z,Restaurant,9684,-78.7485481,35.76241134,M
1572,04092017618,CORTEZ SEAFOOD AND COCKTAILS,413-100 GLENWOOD AVE ,,RALEIGH,NC,27603,(919) 342-8277,2017-05-22T00:00:00.000Z,Restaurant,9688,-78.64740096,35.78535562,M
1573,04092030337,JEFFREY'S GRILL (WCID # 608),7301 POOLE RD ,,RALEIGH,NC,27610,(919) 266-2624,2017-06-08T00:00:00.000Z,Mobile Food Units,9689,-78.51538485,35.75733791,M
1574,04092017796,Osteria G,5160 Sunset Lake RD ,,Holly Springs,NC,27539,(984) 229-7480,2018-02-16T00:00:00.000Z,Restaurant,9694,-78.79910505,35.66774596,M
1575,04092017798,SKY ZONE,2101  Westinghouse Blvd.,SUITE 111,RALEIGH,NC,27604,(919) 984-4450,2018-03-02T00:00:00.000Z,Restaurant,9695,-78.59593599,35.80806335,M
1576,04092022005,PUBLIX #1544 PRODUCE,1441 KELLY RD ,,APEX,NC,27502,(919) 303-6200,2017-02-06T00:00:00.000Z,Food Stand,9704,-78.89379203,35.73782788,M
1577,04092021977,SPEEDWAY #6962,4020 JONES SAUSAGE RD ,,GARNER,NC,27529,(919) 662-4020,2016-09-07T00:00:00.000Z,Food Stand,9708,-78.58124023,35.72578409,M
1578,04092021013,Food Lion #624 Deli ,2458 SW CARY PKY ,,CARY,NC,27513-5318,(919) 481-1822,2000-07-01T00:00:00.000Z,Food Stand,9720,-78.82085718,35.76363975,M
1579,04092017154,CAFE TIRAMISU,6008 FALLS OF NEUSE RD ,,RALEIGH,NC,27609,(919) 790-1006,2016-02-17T00:00:00.000Z,Restaurant,9725,-78.6187408,35.86627943,M
1580,04092017094,J J CHINA,3607 DAVIS DR ,STE 114,MORRISVILLE,NC,27560,(919) 380-7168,2015-12-07T00:00:00.000Z,Restaurant,9727,-78.84976245,35.82130357,M
1581,04092017100,DUNKIN DONUTS BASKIN ROBBINS #344346 ,3570 DAVIS DR ,,MORRISVILLE,NC,27560,(919) 469-4788,2015-12-15T00:00:00.000Z,Restaurant,9728,-78.84694048,35.81804247,M
1582,04092017180,BOND BROTHERS BEER COMPANY,202 E CEDAR ST ,,CARY,NC,27511,(919) 459-2670,2016-03-11T00:00:00.000Z,Restaurant,9730,-78.77802091,35.78798563,M
1583,04092022023,Hugo's Kitchen,9910 Sellona ST ,,RALEIGH,NC,27617,(919) 361-8399,2017-07-13T00:00:00.000Z,Food Stand,9731,-78.80849469,35.90144084,M
1584,04092022021,Harris Teeter #304 Produce,4221 Corners PKY ,,RALEIGH,NC,27616,(919) 596-5399,2017-07-13T00:00:00.000Z,Food Stand,9732,-78.78823819,35.91915394,M
1585,04092017644,Mo Fu Shoppe,321 S Blount ST ,,RALEIGH,NC,27601,(919) 301-8465,2017-06-26T00:00:00.000Z,Restaurant,9733,-78.63624076,35.77587123,M
1586,04092015755,FIESTA MEXICANA #6,428 VILLAGE PARK DR ,,HOLLY SPRINGS,NC,27540,(919) 346-1330,2011-06-17T00:00:00.000Z,Restaurant,9734,0,0,U
1587,04092015786,A'NETS KATCH,2009 VILLAGE PARK DR ,,KNIGHTDALE,NC,27545,(919) 217-0133,2011-08-12T00:00:00.000Z,Restaurant,9755,-78.49336017,35.79721176,M
1588,04092017671,CHRONIC TACOS OLIVE PARK,9424 FALLS OF NEUSE RD ,,RALEIGH,NC,27615,,2017-08-16T00:00:00.000Z,Restaurant,9761,-78.60286042,35.90143713,M
1589,04092022031,CARVEL,5959 TRIANGLE TOWN BLVD ,,RALEIGH,NC,27616,(919) 449-0072,2017-08-30T00:00:00.000Z,Food Stand,9762,-78.57603863,35.86599856,M
1590,04092017649,JUICE VIBES,1369 KILDAIRE FARM RD ,,CARY,NC,27511,(919) 741-7373,2017-07-07T00:00:00.000Z,Restaurant,9765,-78.78193974,35.75976658,M
1591,04092017656,"DAVID'S DUMPLING &amp; NOODLE BAR",1900 HILLSBOROUGH ST ,,RALEIGH,NC,27607,(919) 239-4536,2017-08-02T00:00:00.000Z,Restaurant,9766,-78.66158695,35.78598651,M
1592,04092017662,CULVER'S OF WAKE FOREST,2819 ROGERS RD ,,WAKE FOREST,NC,27587,(919) 435-1053,2017-08-14T00:00:00.000Z,Restaurant,9772,-78.52437345,35.95309223,M
1593,04092013658,Kroger #371 Deli ,1371 EAST BROAD STREET,,FUQUAY VARINA,NC,27526-1966,(919) 567-7423,2002-08-21T00:00:00.000Z,Restaurant,9774,-78.77604442,35.59548869,M
1594,04092013719,La Rancherita,4325-3000 Glenwood Ave,,RALEIGH,NC,27610,(919) 785-1951,2002-11-18T00:00:00.000Z,Restaurant,9778,-78.67658819,35.8395892,M
1595,04092017629,TROPICAL SMOOTHIE CAFE NC-55,6679-101 FALLS OF NEUSE RD ,,RALEIGH,NC,27615,(919) 879-2233,2017-06-14T00:00:00.000Z,Restaurant,9791,-78.62317377,35.87493875,M
1596,04092012079,Target Food Avenue Express,4841 GROVE BARTON RD,,RALEIGH,NC,27613-1900,(919) 785-1803,1997-07-11T00:00:00.000Z,Restaurant,9798,-78.71866323,35.86919399,M
1597,04092015734,Wade Park Cafe,5430  WADE PARK  BLVD ,,RALEIGH,NC,27607,(919) 859-5220,2010-10-18T00:00:00.000Z,Restaurant,9800,-78.7281509,35.80750615,M
1598,04092017642,Dan Sushi Hibachi,1313 N Main ST ,,Fuquay-Varina,NC,27526,(919) 577-8000,2017-07-13T00:00:00.000Z,Restaurant,9802,-78.77762987,35.59227965,M
1599,04092017655,THAI LOTUS,3450 KILDAIRE FARM RD ,SUITE 150,CARY,NC,27518,(984) 229-7333,2017-06-29T00:00:00.000Z,Restaurant,9804,-78.79652253,35.70711378,M
1600,04092016643,The Pub,4100 GLENWOOD AVE ,,RALEIGH,NC,27612-4626,(919) 782-8600,2014-02-26T00:00:00.000Z,Restaurant,9814,-78.67060162,35.83726771,M
1604,04092016014,CAPI'S,2700 REGENCY Pky ,,CARY,NC,27511-8553,(919) 468-0084,2011-09-30T00:00:00.000Z,Restaurant,9821,-78.78906994,35.73392246,M
1601,04092017543,KARDIA,4420 LAKE BOONE TRL ,,RALEIGH,NC,27607,,2017-02-22T00:00:00.000Z,Restaurant,9815,-78.70241996,35.81817245,M
1602,04092017296,WENDY'S #6322,1000 AERIAL CENTER PKY ,,MORRISVILLE,NC,27513,(919) 481-3650,2016-08-25T00:00:00.000Z,Restaurant,9816,-78.81734039,35.85877302,M
1603,04092017593,SUBWAY #5168,5410 Six Forks Rd,,RALEIGH,NC,27609,(919) 870-1782,2017-05-04T00:00:00.000Z,Restaurant,9820,-78.64059702,35.85499105,M
1605,04092017195,STARBUCKS #23309,1015 PARKSIDE MAIN ST ,,CARY,NC,27519,(919) 466-8062,2016-04-07T00:00:00.000Z,Restaurant,9827,-78.88790674,35.84638553,M
1606,04092017205,LOWES FOODS #185 DELI,1845 AVERSBORO RD ,,GARNER,NC,27529,(919) 779-9907,2015-06-05T00:00:00.000Z,Restaurant,9828,-78.61583976,35.68506666,M
1607,04092012279,KANKI JAPANESE HOUSE OF STEAKS AND SUSHI,4325 Glenwood Ave ,,RALEIGH,NC,27612,(919) 782-9708,1998-07-30T00:00:00.000Z,Restaurant,9832,-78.68184484,35.84183815,T
1608,04092012893,Residence Inn Foodservice,2020 HOSPITALITY CT,,MORRISVILLE,NC,27560-9128,(919) 467-8689,1999-03-11T00:00:00.000Z,Restaurant,9845,-78.8154906,35.85787743,M
1609,04092017246,GREEK BASMA,7272 GB ALFORD HWY ,,HOLLY SPRINGS,NC,27540,(919) 285-0808,2016-06-24T00:00:00.000Z,Restaurant,9852,-78.83292683,35.63499991,M
1610,04092017279,PIEOLOGY #8094,4158 MAIN AT NORTH HILLS ST ,SUITE 103,RALEIGH,NC,27609,(919) 803-5860,2016-07-15T00:00:00.000Z,Restaurant,9854,-78.64323049,35.83718561,M
1611,04092017282,WENDY'S #6328,6611 GLENWOOD AVE ,,RALEIGH,NC,27612,(919) 782-1065,2016-08-11T00:00:00.000Z,Restaurant,9855,-78.70869884,35.85969129,M
1612,04092017285,Szechuan Garden Morrisville,10285 Chapel Hill  RD ,STE 300,MORRISVILLE,NC,27560,(919) 468-6878,2016-08-16T00:00:00.000Z,Restaurant,9856,-78.82788003,35.83012574,M
1613,04092017287,HARRIS TEETER #112 STARBUCKS,270 GRANDE HEIGHTS DR ,,CARY,NC,27513,(919) 460-4326,2016-08-15T00:00:00.000Z,Restaurant,9857,-78.7805746,35.804703,M
1614,04092050020,Sterling Montessori School Cafeteria,202 TREYBROOKE DR ,,MORRISVILLE,NC,27560-9300,(919) 462-8889,1997-02-27T00:00:00.000Z,Private School Lunchrooms,9858,-78.8376812,35.83404182,M
1615,04092012896,CITY CLUB RALEIGH,150 Fayetteville St,Suite 2800,RALEIGH,NC,27601,(919) 834-8829,1999-03-04T00:00:00.000Z,Restaurant,9864,-78.63970962,35.77872217,M
1616,04092016626,SUBWAY #17385,611 E CHATHAM ST ,,CARY,NC,27511,(919) 380-0202,2014-02-21T00:00:00.000Z,Restaurant,9870,-78.76618398,35.79212412,M
1617,04092016627,WHISPERING PINES DINING,7501 LEADMINE  RD ,,RALEIGH,NC,27615,(919) 870-0222,2014-02-25T00:00:00.000Z,Restaurant,9871,-78.66223022,35.88240773,M
1618,04092016639,FORTNIGHT BREWERY,1006 SW MAYNARD RD ,1006,CARY,NC,27511,(919) 342-6604,2014-03-06T00:00:00.000Z,Restaurant,9875,-78.80175662,35.77687139,M
1619,04092040352,THE DAILY DOG (WCID #586),10970-122 CHAPEL HILL RD ,,MORRISVILLE,NC,27560,,2017-09-01T00:00:00.000Z,Pushcarts,9878,-78.84266149,35.85660411,M
1620,04092110141,Salem Middle School Cafeteria,6150 Old Jenks Rd ,,APEX,NC,27523,(919) 387-2181,2003-07-30T00:00:00.000Z,Public School Lunchrooms,9882,-78.84901415,35.75829447,M
1624,04092017815,Pastries N Chaat,2711 NC Hwy 55 ,,Cary,NC,27519,(919) 367-6852,2018-03-09T00:00:00.000Z,Restaurant,9913,-78.87279058,35.78531343,M
1621,04092013480,McDonald's #5105,2801 Wake Forest RD ,,RALEIGH,NC,27609,(919) 821-3297,2001-12-19T00:00:00.000Z,Restaurant,9899,-78.62471373,35.81912811,M
1622,04092021996,H Mart Meat Department,1961 High House RD ,,CARY,NC,27519,(919) 535-5900,2016-12-22T00:00:00.000Z,Food Stand,9907,-78.84865444,35.78921622,M
1623,04092016543,PHO VIETNAM,1284 BUCK JONES  RD ,,RALEIGH,NC,27606,(919) 655-5665,2013-11-01T00:00:00.000Z,Restaurant,9908,-78.74214569,35.76637247,M
1625,04092030357,The Pyramids (WCID #598),9252 Linslade WAY ,,Wake Forest,NC,27587,,2018-03-28T00:00:00.000Z,Mobile Food Units,9914,-78.51602823,35.93412329,M
1626,04092017790,Southland Steakhouse,1007  Shepard School Rd,,ZEBULON,NC,27597,(919) 375-4783,2018-02-21T00:00:00.000Z,Restaurant,9918,-78.31427362,35.83238402,M
1627,04092017791,Justin's Grill,1322-A E MILLBROOK RD ,,RALEIGH,NC,27609,(919) 876-2007,2018-02-21T00:00:00.000Z,Restaurant,9919,-78.61519508,35.85055046,M
1628,04092110083,West Lake Elem. Sch. Cafeteria,4500 W LAKE RD,,APEX,NC,27539-7655,(919) 662-2314,1991-08-21T00:00:00.000Z,Public School Lunchrooms,9923,-78.76185019,35.66034208,M
1629,04092110033,Morrisville Elementary Cafeteria,1519 MORRISVILLE Pky,,MORRISVILLE,NC,27560-9376,(919) 460-3400 ext. 21783,1991-09-17T00:00:00.000Z,Public School Lunchrooms,9928,-78.84656817,35.81141189,M
1630,04092016574,ZAXBY'S #44901,101 GRAND HILL PL ,,Holly Springs,NC,27540,(919) 762-0432,2013-11-21T00:00:00.000Z,Restaurant,9936,-78.85029671,35.6590441,M
1631,04092017670,"XL SIDELINE, LLC",106 INVESTMENT BLVD ,,APEX,NC,27502,(919) 387-2955,2017-08-23T00:00:00.000Z,Restaurant,9939,0,0,U
1632,04092017674,SERGIO'S PIZZA,7440 LOUISBURG RD ,STE 135,RALEIGH,NC,27616,(919) 876-3116,2017-08-31T00:00:00.000Z,Restaurant,9941,-78.53977,35.87454018,M
1633,04092017443,PNC CLUB 220-A (GRILL SIDE),1400 EDWARDS MILL RD ,,RALEIGH,NC,27607,(919) 861-2300,2016-09-28T00:00:00.000Z,Restaurant,9945,-78.7229363,35.8032419,M
1634,04092110073,East Wake Middle Sch. Cafeteria,2700 OLD MILBURNIE RD,,RALEIGH,NC,27604-9540,(919) 266-8513,1991-10-28T00:00:00.000Z,Public School Lunchrooms,9951,-78.5014441,35.82607886,M
1635,04092110093,Durant Road Elem. Cafeteria,9901 DURANT RD ,YEAR ROUND,RALEIGH,NC,27614-9369,(919) 870-4210,1992-07-02T00:00:00.000Z,Public School Lunchrooms,9962,-78.58044482,35.8996083,M
1636,04092017820,Alamo Drafthouse Cinema,2116-D New Bern AVE ,,RALEIGH,NC,27610,(984) 444-6620,2018-04-04T00:00:00.000Z,Restaurant,9967,-78.60490969,35.77963494,M
1637,04092141794,Jaguar Club Indoor Concessions,1420 Athens DR ,,RALEIGH,NC,27606,(919) 233-4050,2018-01-11T00:00:00.000Z,Limited Food Service,9972,-78.71223403,35.76837413,M
1638,04092014165,Super Target #1932 Food Avenue,1201 Beaver Creek Commons DR ,,APEX,NC,27502,(919) 372-1405,2004-10-05T00:00:00.000Z,Restaurant,9982,-78.87777438,35.74487977,M
1639,04092015103,Hyatt Place Cafe,200 Airgate DR ,,MORRISVILLE,NC,27560,(919) 405-2400,2008-03-28T00:00:00.000Z,Restaurant,9988,-78.81447305,35.8645474,M
1640,04092013909,PIZZA HUT #9106,920 NE Maynard RD ,,CARY,NC,27513,(919) 469-9991,2003-10-08T00:00:00.000Z,Restaurant,9990,-78.7683811,35.80043605,M
1644,04092021990,H Mart Thai Pantry,1961 High House RD ,,CARY,NC,27519,(919) 535-5900,2016-12-22T00:00:00.000Z,Food Stand,10012,-78.84865444,35.78921622,M
1641,04092017697,Twisted Fork,3751 Sumner  BLVD ,,RALEIGH,NC,27616,(919) 792-2535,2017-12-11T00:00:00.000Z,Restaurant,9998,-78.57603863,35.86599856,M
1642,04092015050,CHIPOTLE MEXICAN GRILL #1087,100-103 Wrenn DR ,,CARY,NC,27511,(919) 462-1223,2008-01-22T00:00:00.000Z,Restaurant,10005,-78.78349077,35.76489071,M
1643,04092017461,AMORINO GELATO,137 E DAVIE ST ,,RALEIGH,NC,27601,(919) 239-4411,2016-11-15T00:00:00.000Z,Restaurant,10011,-78.63753225,35.77583605,M
1645,04092040337,"EL TACO CARTEL, LLC (WCID #519)",555-110 FAYETTEVILLE ST ,,RALEIGH,NC,27601,(919) 412-3891,2016-06-13T00:00:00.000Z,Pushcarts,10020,-78.63942323,35.7729602,M
1646,04092017256,DALAT ASIA GRANDMA'S KITCHEN,2109-110 AVENT FERRY  RD ,,RALEIGH,NC,27606,(919) 832-7449,2016-07-07T00:00:00.000Z,Restaurant,10022,-78.67658538,35.77936846,M
1647,04092040340,FRESH OUTTA BROOKLYN (WCID #550),222 W HARGETT ST ,,RALEIGH,NC,27603,,2016-07-12T00:00:00.000Z,Pushcarts,10023,-78.64260748,35.77905587,M
1648,04092030310,SPANGLISH (WCID #566),315 S BLOODWORTH ST ,,RALEIGH,NC,27601,,2016-07-22T00:00:00.000Z,Mobile Food Units,10024,-78.63312584,35.77599712,M
1649,04092017699,THE WAKE ZONE ESPRESSO,6108 Old Jenks  RD ,,APEX,NC,27502,(919) 267-4622,2017-10-30T00:00:00.000Z,Restaurant,10026,-78.84889903,35.75387252,M
1650,04092017730,RED MONKEY TAVERN,4325 GLENWOOD  AVE ,STE 2079,RALEIGH,NC,27612,(919) 896-7412,2017-11-15T00:00:00.000Z,Restaurant,10031,-78.68184484,35.84183815,T
1651,04092017741,Shuckin' Shack,1010 Tryon Village DR ,Suite 705,Cary,NC,27518,(984) 232-8463,2017-11-13T00:00:00.000Z,Restaurant,10032,-78.7453538,35.74635942,M
1652,04092025155,Little Caesars #12,1619-100 Cross Link RD ,,RALEIGH,NC,27610,(919) 821-9032,2017-12-04T00:00:00.000Z,Food Stand,10033,-78.61248516,35.75451055,M
1653,04092025164,Corporate Caterers,6405 WESTGATE RD ,,RALEIGH,NC,27617,(919) 410-3057,2018-03-08T00:00:00.000Z,Food Stand,10035,-78.7609413,35.90121976,M
1654,04092017802,SERGIO'S PIZZA OF APEX,2127 TEN TEN RD ,,APEX,NC,27539,(919) 303-1770,2018-03-09T00:00:00.000Z,Restaurant,10036,-78.81811355,35.72082607,M
1655,04092017805,NY Bagel,301 Glenwood AVE ,Suite 180,RALEIGH,NC,27603,(919) 615-1054,2018-03-08T00:00:00.000Z,Restaurant,10037,-78.64802957,35.784569,M
1656,04092017808,Peking Duck and Dumplings,2811-109 HILLSBOROUGH ST ,,RALEIGH,NC,27607,(919) 771-3098,2018-03-16T00:00:00.000Z,Restaurant,10038,-78.6746802,35.78914005,M
1657,04092141802,Rolesville High School Outdoor Concessions,1099 E Young St ,,ROLESVILLE,NC,27571,(919) 554-6303,2018-02-06T00:00:00.000Z,Limited Food Service,10039,-78.44139974,35.90590582,M
1658,04092017466,POPEYES #12346,7120 KNIGHTDALE BLVD ,,KNIGHTDALE,NC,27545,(919) 880-6912,2016-11-29T00:00:00.000Z,Restaurant,10044,-78.49001904,35.79780164,M
1659,04092017492,VIDRIO,500 GLENWOOD AVE ,SUITE 100,RALEIGH,NC,27603,(919) 803-6033,2016-12-16T00:00:00.000Z,Restaurant,10045,-78.64701998,35.78656832,M
1660,04092021999,PREMIER CAKES COMMISSARY AND CATERING,203 CAPCOM AVE ,SUITE 115,RALEIGH,NC,27587,(919) 274-8511,2017-01-13T00:00:00.000Z,Food Stand,10046,-78.52727892,35.94915327,M
1664,04092011770,Baja Burrito,2109 AVENT FERRY RD ,Suite 108,RALEIGH,NC,27606-2198,(919) 834-3431,1995-11-07T00:00:00.000Z,Restaurant,10075,-78.67605091,35.77835817,M
1661,04092021084,Harris Teeter #103 Deli,1422 N MAIN ST,,FUQUAY VARINA,NC,27526-6900,(919) 552-0103,2001-08-15T00:00:00.000Z,Food Stand,10054,-78.77067049,35.59261337,M
1662,04092110471,Laurel Park Lunch Room,2450 Laura Duncan  RD ,,APEX,NC,27523,(919) 290-2333,2008-07-03T00:00:00.000Z,Public School Lunchrooms,10062,-78.82634024,35.75915424,M
1663,04092017753,Cinebistro,525 NEW WAVERLY PL ,SUITE 203,CARY,NC,27518,(919) 987-3500,2017-12-11T00:00:00.000Z,Restaurant,10068,-78.77756307,35.73853619,M
1665,04092300049,Fresh Market Seafood and Meat Market,400 WOODBURN RD,,RALEIGH,NC,27605-1324,,1991-08-26T00:00:00.000Z,Meat Market,10080,-78.65855965,35.78994083,M
1666,04092017505,DOUG'S DOGS N'MORE,13654 CAPITAL BLVD ,,WAKE FOREST,NC,27587,(919) 556-3647,2017-01-24T00:00:00.000Z,Restaurant,10095,-78.5186746,36.00548951,M
1667,04092016521,PATRICK JANES'S GOURMET PIZZA BAR,1353 KILDAIRE FARM RD ,,RALEIGH,NC,27511,(919) 388-8001,2013-10-08T00:00:00.000Z,Restaurant,10101,-78.78321233,35.75981305,M
